client: 0
0.000053616 0.25573885 0.5561801 0.8560562 1.1558702 1.4556755 1.7560358 2.0562418 2.355732 2.6555884
0.2557384 0.5561798 0.856056 1.15587 1.4556738 1.7560356 2.0562415 2.3557317 2.6555877 2.880896

client: 1
0.000083998 0.10575717 0.48043078 0.8560034 1.2305661 1.6056149 1.9805559 2.3556812 2.7303305 3.1053255
0.10575571 0.4804305 0.8560032 1.230566 1.6056132 1.9805557 2.355681 2.7303302 3.1053169 3.4804103

client: 2
0.00006565 0.25568756 0.6310032 1.0054944 1.3810127 1.7559857 2.1309166 2.5058358 2.8809319 3.2555468
0.2556867 0.631003 1.0054941 1.3810124 1.7559848 2.1309164 2.5058355 2.8809319 3.2555444 3.6308398

