client: 0
0.00005687 0.13586468 0.36118332 0.5860106 0.8108504 1.036085 1.2609211 1.4859756 1.7111417 1.9360721
0.13586318 0.3611831 0.5860102 0.8108501 1.0360842 1.260921 1.4859753 1.7111415 1.9360702 2.160919

client: 1
0.000115284 0.13591874 0.36129385 0.5860633 0.8120054 1.0360274 1.2609737 1.4860286 1.7112827 1.9360268
0.13591827 0.36129364 0.5860631 0.8120051 1.0360256 1.2609735 1.4860284 1.7112825 1.9360251 2.16187

client: 2
0.000102985 0.21089722 0.4358785 0.6602982 0.8858246 1.1110349 1.3359675 1.5608733 1.7853787 2.0108147
0.21089587 0.43587828 0.66029805 0.88582444 1.111033 1.3359673 1.560873 1.7853785 2.0108128 2.2360382

