client: 0
0.000074406 0.20595163 0.46172053 0.97306263 1.5845215 1.6369474 1.7408248 2.107303 2.5698712 2.9796808
0.2059501 0.46172032 0.9730625 1.5845213 1.6369455 1.7408247 2.1073027 2.569871 2.9796789 3.1336513

client: 1
0.000059811 0.49216118 0.6489241 0.8546611 0.9061271 1.2138898 1.5710273 2.1306694 2.5395522 3.0524216
0.49216002 0.6489238 0.85466087 0.90612686 1.2138888 1.571027 2.130669 2.539552 3.0524204 3.1555557

client: 2
0.000092148 0.12641567 0.22905804 0.5970143 0.90515006 1.3663442 1.5205922 1.776365 1.9817197 2.493227
0.12641445 0.22905783 0.59701407 0.9051498 1.3663423 1.520592 1.7763648 1.9817195 2.4932146 3.40302

client: 3
0.000051816 0.16539277 0.5763573 1.0366906 1.9582169 2.5175138 2.5698252 2.7751791 2.879342 3.7050073
0.16539146 0.576357 1.0366902 1.9582167 2.5175128 2.569825 2.7751787 2.879342 3.7050052 4.1657724

