client: 0
0.000108445 1.2919517 2.0600865 3.4963408 3.548474 3.6510878 3.8658628 4.839953 9.737847 10.246649
1.29195 2.0600863 3.4963405 3.5484738 3.6510859 3.8658626 4.8399525 9.737847 10.246647 10.554682

client: 1
0.000058007 0.104148254 4.6633205 5.071946 5.227283 8.422544 8.628666 9.390886 9.747588 9.79876
0.10414678 4.66332 5.0719457 5.2272825 8.422542 8.628665 9.390886 9.747587 9.7987585 14.097982

client: 2
0.000156485 1.9872026 7.0880485 7.446649 9.890919 9.994913 10.359933 10.970282 11.12499 11.176689
1.9872015 7.088048 7.4466486 9.890919 9.994911 10.359933 10.970282 11.12499 11.176688 16.279861

client: 3
0.000108228 5.448934 6.6608887 14.671296 14.9279995 15.134024 15.339467 15.501265 15.552604 16.013138
5.4489326 6.660888 14.671295 14.927999 15.13402 15.339467 15.501264 15.552604 16.013134 16.32039

