client: 0
0.000167805 0.30974093 0.82004523 2.1361325 2.2388458 3.2196083 6.264411 6.5711 6.6222973 7.078623
0.30973956 0.82004505 2.1361322 2.2388456 3.2196074 6.264411 6.5711 6.6222973 7.078622 7.6367598

client: 1
0.000095448 2.090639 2.3967223 6.897471 7.051036 7.455631 8.227943 8.382698 8.689649 9.048923
2.0906377 2.396722 6.8974705 7.0510354 7.455629 8.227943 8.382698 8.689649 9.048922 9.307032

client: 2
0.000083569 0.5223857 4.371123 4.7814674 4.8336663 6.2171745 6.4738355 7.091007 9.177339 9.331633
0.52238387 4.3711224 4.7814674 4.833666 6.2171736 6.4738355 7.0910068 9.177338 9.331632 10.037658

client: 3
0.000111573 0.25833067 3.3506172 4.3234754 4.731969 8.676597 8.780961 8.942411 8.995036 9.502009
0.2583292 3.350617 4.323475 4.731969 8.676593 8.780961 8.942411 8.995036 9.5020075 10.115204

