client: 0
0.000062531
0.103112176

client: 1
0.000134807
0.21763045

client: 2
0.000026794
0.6039423

client: 3
0.00022492
0.71519023

client: 4
0.000104884
2.389723

client: 5
0.000176506
3.5930045

client: 6
0.00022374
3.7938936

client: 7
0.000128155
4.2917295

client: 8
0.000226697
4.3953805

client: 9
0.000214428
6.197633

