client: 0
0.000126992
0.052710287

client: 1
0.000205041
0.12661831

client: 2
0.000215489
0.35524136

client: 3
0.000028965
0.5648204

client: 4
0.000200888
0.83049285

client: 5
0.000104633
1.0656365

client: 6
0.000072069
1.6696092

client: 7
0.000099153
1.7330358

client: 8
0.000173243
2.0362527

client: 9
0.000215757
2.638807

