client: 0
0.000102586 0.3384354 0.37956926 0.42055848 0.46155712 0.50255233 0.5435128 0.58451635 0.6255643 0.6665465
0.33843383 0.37956902 0.4205583 0.46155685 0.50255066 0.5435126 0.58451617 0.6255641 0.6665449 0.7075643

client: 1
0.000158595 0.5789489 0.6195392 0.6605411 0.70155317 0.7425154 0.78355914 0.8245573 0.8655583 0.90656865
0.5789478 0.61953896 0.6605409 0.70155287 0.7425144 0.7835589 0.82455707 0.8655581 0.9065666 0.94751966

client: 2
0.000053928 0.61595136 0.718522 0.75956094 0.80055594 0.84155416 0.8825486 0.92356575 0.9645629 1.0055523
0.61595017 0.7185217 0.75956064 0.80055565 0.8415522 0.8825482 0.9235655 0.9645626 1.0055503 1.0465463

client: 3
0.000111009 1.0796992 1.1205604 1.1615422 1.2025576 1.2435491 1.2845457 1.3255441 1.3665355 1.4075373
1.0796978 1.1205602 1.1615419 1.2025573 1.2435472 1.2845454 1.3255439 1.3665353 1.4075351 1.4485385

