client: 0
0.000114946
0.4215735

client: 1
0.000146804
1.4883037

client: 2
0.000064458
1.6376063

client: 3
0.000197296
2.0477588

client: 4
0.000203441
2.8686948

client: 5
0.000241279
3.2799242

client: 6
0.000203785
3.8114383

client: 7
0.000233515
4.100278

client: 8
0.000023311
6.5578094

client: 9
0.000240471
15.679174

