client: 0
0.000211398
0.5088617

client: 1
0.000250327
0.71753895

client: 2
0.000055597
1.2180868

client: 3
0.000180707
3.3915863

client: 4
0.000072002
3.9930556

client: 5
0.000052229
4.594465

client: 6
0.000254609
7.01184

client: 7
0.000134616
7.402987

client: 8
0.00009238
8.10673

client: 9
0.000259013
8.708909

