client: 0
0.000057606
1.6884623

client: 1
0.000080931
2.5872734

client: 2
0.000116749
2.8879223

client: 3
0.000208174
3.0932243

client: 4
0.000102415
3.6946871

client: 5
0.000231072
4.295951

client: 6
0.000208198
4.899066

client: 7
0.000019142
6.4031515

client: 8
0.000171748
6.7067065

client: 9
0.000220346
8.410252

