client: 0
0.000078106
0.014087441

client: 1
0.00013804
0.03463597

client: 2
0.000219134
0.102948405

client: 3
0.000218556
0.13546273

client: 4
0.000220464
0.3373329

client: 5
0.000065423
0.51372296

client: 6
0.000026652
0.5781291

client: 7
0.000221563
1.1405576

client: 8
0.000092076
1.1820272

client: 9
0.000173824
1.9817775

