client: 0
0.000055286
0.005108291

client: 1
0.00013344
0.007554667

client: 2
0.000263662
0.01926146

client: 3
0.000202946
0.0398411

client: 4
0.000118104
0.105792984

client: 5
0.000253512
0.11639343

client: 6
0.000254595
0.118028015

client: 7
0.00006525
0.1180959

client: 8
0.000258964
0.31837818

client: 9
0.000157239
0.3186845

