client: 0
0.000106033 0.30804244 0.45839578 0.60846335 0.75821257 0.9086124 1.058528 1.2083116 1.3584312 1.5079029
0.3080408 0.4583955 0.6084631 0.7582122 0.9086103 1.0585276 1.2083114 1.358431 1.5079017 1.583462

client: 1
0.00006237 0.53384215 0.6832267 0.833402 0.98337233 1.1335356 1.2839113 1.4331639 1.5834821 1.6579924
0.53384084 0.6832264 0.8334018 0.9833721 1.1335341 1.2839112 1.4331638 1.583482 1.6579847 1.7338086

client: 2
0.000115569 0.45845017 0.75816244 0.9832554 1.2082527 1.4332247 1.6589336 1.8834493 2.1084454 2.3340404
0.45844853 0.75816226 0.98325515 1.2082524 1.4332236 1.6589335 1.8834491 2.1084452 2.3340392 2.4831645

