client: 0
0.000053462 0.15791358 0.30807653 0.45835677 0.60846215 0.7582677 0.90862703 1.0584109 1.2083123 1.3583099
0.15791197 0.30807632 0.4583566 0.6084619 0.7582661 0.90862674 1.0584106 1.2083067 1.3583022 1.5081377

client: 1
0.000084513 0.383931 0.45830667 0.5336368 0.6085068 0.7582233 0.90857255 1.0585568 1.2083715 1.3583856
0.38392964 0.45830643 0.5336366 0.6085066 0.7582218 0.9085723 1.0585566 1.2083714 1.3583846 1.5080993

client: 2
0.000071889 0.009096293 0.08325862 0.60844064 0.8333493 1.058495 1.2840171 1.5089699 1.733761 1.959143
0.009088483 0.08325845 0.60844046 0.8333491 1.0584933 1.2840168 1.5089698 1.7337607 1.9591401 2.1835363

