client: 0
0.0001714
0.310168

client: 1
0.000259428
0.5205673

client: 2
0.000198501
0.61060804

client: 3
0.000255542
0.6842681

client: 4
0.000122635
0.7864026

client: 5
0.000258933
0.82241535

client: 6
0.000050031
0.8440359

client: 7
0.000088812
1.124303

client: 8
0.000110557
1.2881247

client: 9
0.000208902
1.3875593

