client: 0
0.000120611
0.007384705

client: 1
0.000245156
0.5195835

client: 2
0.000254079
0.54163605

client: 3
0.000165524
0.5832909

client: 4
0.000052517
0.64249873

client: 5
0.000050115
0.8225842

client: 6
0.000209046
0.8432011

client: 7
0.000109782
1.0838262

client: 8
0.000252716
1.1855818

client: 9
0.000283769
2.389933

