client: 0
0.000099003
0.002540859

client: 1
0.000238598
0.07753172

client: 2
0.00008796
0.10345225

client: 3
0.000194003
0.5792727

client: 4
0.000231915
0.638665

client: 5
0.000139317
0.68050617

client: 6
0.000060632
0.8406696

client: 7
0.000050258
1.0386903

client: 8
0.000239934
1.1400712

client: 9
0.000239242
1.2830954

