client: 0
0.000098458
0.003449924

client: 1
0.000257882
0.003402917

client: 2
0.000115134
0.004385101

client: 3
0.000130403
0.013752303

client: 4
0.000257367
0.013812969

client: 5
0.000059303
0.01385042

client: 6
0.000214517
0.015012598

client: 7
0.000174211
0.035040177

client: 8
0.000257541
0.03508316

client: 9
0.000136511
0.103792556

