client: 0
0.000230331
0.31671104

client: 1
0.000024481
0.5152024

client: 2
0.000079504
0.53616875

client: 3
0.000222065
0.5778415

client: 4
0.000138328
0.83881855

client: 5
0.00022256
0.8798907

client: 6
0.000180464
1.0171697

client: 7
0.000090506
1.0380986

client: 8
0.00002818
1.3408625

client: 9
0.00022413
1.3824437

