client: 0
0.000280542
0.50773925

client: 1
0.000232419
0.9845498

client: 2
0.000102357
1.7427826

client: 3
0.000082891
4.094796

client: 4
0.000276713
4.4964

client: 5
0.000188389
4.895802

client: 6
0.000146143
5.196744

client: 7
0.000279887
6.2009172

client: 8
0.000070756
8.108712

client: 9
0.000060431
8.812925

