client: 0
0.000218846
1.2194335

client: 1
0.00002425
2.284804

client: 2
0.000185338
3.9920769

client: 3
0.000096222
4.5940013

client: 4
0.000215225
4.8956904

client: 5
0.000141869
5.1966367

client: 6
0.000214353
6.5018377

client: 7
0.000080619
6.8016415

client: 8
0.000218445
7.4044228

client: 9
0.000036231
8.306719

